Date,Price,Open,High,Low,Change %
2022-07-01,2325.49,2318.2,2318.2,2318.2,-1.39%
2022-07-04,2321.96,2321.96,2321.96,2321.96,-0.15%
2022-07-05,2264.47,2264.47,2264.47,2264.47,-2.48%
2022-07-06,2269.6,2269.6,2269.6,2269.6,0.23%
2022-07-07,2269.6,2313.47,2313.47,2313.47,0.00%
2022-07-08,2313.47,2313.47,2313.47,2313.47,1.93%
2022-07-11,2308.48,2308.48,2308.48,2308.48,-0.22%
2022-07-12,2299.29,2299.29,2299.29,2299.29,-0.40%
2022-07-13,2283.22,2283.22,2283.22,2283.22,-0.70%
2022-07-14,2254.53,2254.53,2254.53,2254.53,-1.26%
2022-07-15,2281.12,2281.12,2281.12,2281.12,1.18%
2022-07-18,2301.04,2301.04,2301.04,2301.04,0.87%
2022-07-19,2332.39,2332.39,2332.39,2332.39,1.36%
2022-07-20,2324.08,2324.08,2324.08,2324.08,-0.36%
2022-07-21,2317.33,2317.33,2317.33,2317.33,-0.29%
2022-07-22,2322.14,2322.14,2322.14,2322.14,0.21%
2022-07-25,2334.08,2334.08,2334.08,2334.08,0.51%
2022-07-26,2329.94,2329.94,2329.94,2329.94,-0.18%
2022-07-27,2348.34,2348.34,2348.34,2348.34,0.79%
2022-07-28,2345.91,2345.91,2345.91,2345.91,-0.10%
2022-07-29,2345.91,2358.92,2358.92,2358.92,0.00%
2022-08-01,2341.21,2341.21,2341.21,2341.21,-0.20%
2022-08-02,2341.67,2341.67,2341.67,2341.67,0.02%
2022-08-03,2355.66,2355.66,2355.66,2355.66,0.60%
2022-08-04,2355.66,2353.53,2353.53,2353.53,0.00%
2022-08-05,2353.53,2356.61,2356.61,2356.61,-0.09%
2022-08-08,2369.52,2369.52,2369.52,2369.52,0.68%
2022-08-09,2366.99,2366.99,2366.99,2366.99,-0.11%
